Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
38.946,0.0,0.0,0.0,0.0,0.0,0.0
39.046,0.0,0.0,0.0,0.0,0.0,0.0
39.146,0.0,0.0,0.0,0.0,0.0,0.0
39.246,0.0,0.0,0.0,0.0,0.0,0.0
39.347,0.0,0.0,0.0,0.0,0.0,0.0
39.446,0.0,0.0,0.0,0.0,0.0,0.0
39.547,0.0,0.0,0.0,0.0,0.0,0.0
39.647,0.0,0.0,0.0,0.0,0.0,0.0
39.746,0.0,0.0,0.0,0.0,0.0,0.0
39.847,0.0,0.0,0.0,0.0,0.0,0.0
39.947,0.0,0.0,0.0,0.0,0.0,0.0
40.047,0.0,0.0,0.0,0.0,0.0,0.0
40.147,0.0,0.0,0.0,0.0,0.0,0.0
40.247,0.0,0.0,0.0,0.0,0.0,0.0
40.348,0.0,0.0,0.0,0.0,0.0,0.0
40.448,0.0,0.0,0.0,0.0,0.0,0.0
40.548,0.0,0.0,0.0,0.0,0.0,0.0
40.648,0.0,0.0,0.0,0.0,0.0,0.0
40.748,0.0,0.0,0.0,0.0,0.0,0.0
40.848,0.0,0.0,0.0,0.0,0.0,0.0
40.949,0.0,0.0,0.0,0.0,0.0,0.0
41.049,0.0,0.0,0.0,0.0,0.0,0.0
41.148,0.0,0.0,0.0,0.0,0.0,0.0
41.249,0.0,0.0,0.0,0.0,0.0,0.0
41.349,0.0,0.0,0.0,0.0,0.0,0.0
41.449,0.0,0.0,0.0,0.0,0.0,0.0
41.549,0.0,0.0,0.0,0.0,0.0,0.0
41.649,0.0,0.0,0.0,0.0,0.0,0.0
41.75,0.0,0.0,0.0,0.0,0.0,0.0
41.85,0.0,0.0,0.0,0.0,0.0,0.0
41.95,0.0,0.0,0.0,0.0,0.0,0.0
42.05,0.0,0.0,0.0,0.0,0.0,0.0
42.15,0.0,0.0,0.0,0.0,0.0,0.0
42.251,0.0,0.0,0.0,0.0,0.0,0.0
42.351,0.0,0.0,0.0,0.0,0.0,0.0
42.451,0.0,0.0,0.0,0.0,0.0,0.0
42.551,0.0,0.0,0.0,0.0,0.0,0.0
42.652,0.0,0.0,0.0,0.0,0.0,0.0
42.752,0.0,0.0,0.0,0.0,0.0,0.0
42.852,0.0,0.0,0.0,0.0,0.0,0.0
42.952,0.0,0.0,0.0,0.0,0.0,0.0
43.052,0.0,0.0,0.0,0.0,0.0,0.0
43.152,0.0,0.0,0.0,0.0,0.0,0.0
43.253,0.0,0.0,0.0,0.0,0.0,0.0
43.353,0.0,0.0,0.0,0.0,0.0,0.0
43.452,0.0,0.0,0.0,0.0,0.0,0.0
43.553,0.0,0.0,0.0,0.0,0.0,0.0
43.653,0.0,0.0,0.0,0.0,0.0,0.0
43.753,0.0,0.0,0.0,0.0,0.0,0.0
43.828,0.0,0.0,0.0,0.0,0.0,0.05
43.928,0.0,0.0,0.0,0.0,0.0,0.1
44.028,0.0,0.0,0.0,0.0,0.0,0.1
44.129,0.0,0.0,0.0,0.0,0.0,0.1
44.228,0.0,0.0,0.0,0.0,0.0,0.1
44.329,0.0,0.0,0.0,0.0,0.0,0.1
44.429,0.0,0.0,0.0,0.0,0.0,0.1
44.529,0.0,0.0,0.0,0.0,0.0,0.1
44.629,0.0,0.0,0.0,0.0,0.0,0.1
44.73,0.0,0.0,0.0,0.0,0.0,0.1
44.83,0.0,0.0,0.0,0.0,0.0,0.1
44.836,0.0,0.0,0.0,0.0,0.0,0.15000000000000002
44.936,0.0,0.0,0.0,0.0,0.0,0.2
45.037,0.0,0.0,0.0,0.0,0.0,0.2
45.137,0.0,0.0,0.0,0.0,0.0,0.2
45.237,0.0,0.0,0.0,0.0,0.0,0.2
45.336,0.0,0.0,0.0,0.0,0.0,0.2
45.436,0.0,0.0,0.0,0.0,0.0,0.2
45.537,0.0,0.0,0.0,0.0,0.0,0.2
45.637,0.0,0.0,0.0,0.0,0.0,0.2
45.738,0.0,0.0,0.0,0.0,0.0,0.2
45.839,0.0,0.0,0.0,0.0,0.0,0.2
45.937,0.0,0.0,0.0,0.0,0.0,0.2
46.037,0.0,0.0,0.0,0.0,0.0,0.2
46.138,0.0,0.0,0.0,0.0,0.0,0.2
46.238,0.0,0.0,0.0,0.0,0.0,0.2
46.338,0.0,0.0,0.0,0.0,0.0,0.2
46.439,0.0,0.0,0.0,0.0,0.0,0.2
46.539,0.0,0.0,0.0,0.0,0.0,0.2
46.639,0.0,0.0,0.0,0.0,0.0,0.2
46.739,0.0,0.0,0.0,0.0,0.0,0.2
46.839,0.0,0.0,0.0,0.0,0.0,0.2
46.939,0.0,0.0,0.0,0.0,0.0,0.2
47.039,0.0,0.0,0.0,0.0,0.0,0.2
47.139,0.0,0.0,0.0,0.0,0.0,0.2
47.239,0.0,0.0,0.0,0.0,0.0,0.2
47.339,0.0,0.0,0.0,0.0,0.0,0.2
47.414,0.0,0.0,0.0,0.0,0.0,0.15000000000000002
47.513,0.0,0.0,0.0,0.0,0.0,0.10000000000000002
47.614,0.0,0.0,0.0,0.0,0.0,0.1
47.714,0.0,0.0,0.0,0.0,0.0,0.1
47.814,0.0,0.0,0.0,0.0,0.0,0.1
47.913,0.0,0.0,0.0,0.0,0.0,0.1
48.014,0.0,0.0,0.0,0.0,0.0,0.1
48.065,0.0,0.0,0.0,0.0,0.0,0.05
48.165,0.0,0.0,0.0,0.0,0.0,0.0
48.266,0.0,0.0,0.0,0.0,0.0,0.0
48.366,0.0,0.0,0.0,0.0,0.0,0.0
48.466,0.0,0.0,0.0,0.0,0.0,0.0
48.565,0.0,0.0,0.0,0.0,0.0,0.0
48.666,0.0,0.0,0.0,0.0,0.0,0.0
48.766,0.0,0.0,0.0,0.0,0.0,0.0
48.867,0.0,0.0,0.0,0.0,0.0,0.0
48.967,0.0,0.0,0.0,0.0,0.0,0.0
49.067,0.0,0.0,0.0,0.0,0.0,0.0
49.168,0.0,0.0,0.0,0.0,0.0,0.0
49.267,0.0,0.0,0.0,0.0,0.0,0.0
49.368,0.0,0.0,0.0,0.0,0.0,0.0
49.468,0.0,0.0,0.0,0.0,0.0,0.0
49.568,0.0,0.0,0.0,0.0,0.0,0.0
49.668,0.0,0.0,0.0,0.0,0.0,0.0
49.709,0.005,0.0,0.0,0.0,0.0,0.0
49.809,0.01,0.0,0.0,0.0,0.0,0.0
49.909,0.01,0.0,0.0,0.0,0.0,0.0
50.009,0.01,0.0,0.0,0.0,0.0,0.0
50.109,0.01,0.0,0.0,0.0,0.0,0.0
50.21,0.01,0.0,0.0,0.0,0.0,0.0
50.31,0.01,0.0,0.0,0.0,0.0,0.0
50.41,0.01,0.0,0.0,0.0,0.0,0.0
50.51,0.01,0.0,0.0,0.0,0.0,0.0
50.609,0.01,0.0,0.0,0.0,0.0,0.0
50.71,0.01,0.0,0.0,0.0,0.0,0.0
50.811,0.01,0.0,0.0,0.0,0.0,0.0
50.84,0.015,0.0,0.0,0.0,0.0,0.0
50.94,0.02,0.0,0.0,0.0,0.0,0.0
51.04,0.02,0.0,0.0,0.0,0.0,0.0
51.141,0.02,0.0,0.0,0.0,0.0,0.0
51.241,0.02,0.0,0.0,0.0,0.0,0.0
51.341,0.02,0.0,0.0,0.0,0.0,0.0
51.441,0.02,0.0,0.0,0.0,0.0,0.0
51.541,0.02,0.0,0.0,0.0,0.0,0.0
51.641,0.02,0.0,0.0,0.0,0.0,0.0
51.742,0.02,0.0,0.0,0.0,0.0,0.0
51.842,0.02,0.0,0.0,0.0,0.0,0.0
51.942,0.02,0.0,0.0,0.0,0.0,0.0
52.04,0.02,0.0,0.0,0.0,0.0,0.0
52.141,0.02,0.0,0.0,0.0,0.0,0.0
52.2,0.025,0.0,0.0,0.0,0.0,0.0
52.301,0.03,0.0,0.0,0.0,0.0,0.0
52.401,0.03,0.0,0.0,0.0,0.0,0.0
52.442,0.034999999999999996,0.0,0.0,0.0,0.0,0.0
52.542,0.039999999999999994,0.0,0.0,0.0,0.0,0.0
52.642,0.04,0.0,0.0,0.0,0.0,0.0
52.742,0.04,0.0,0.0,0.0,0.0,0.0
52.842,0.04,0.0,0.0,0.0,0.0,0.0
52.943,0.04,0.0,0.0,0.0,0.0,0.0
53.043,0.04,0.0,0.0,0.0,0.0,0.0
53.143,0.04,0.0,0.0,0.0,0.0,0.0
53.243,0.04,0.0,0.0,0.0,0.0,0.0
53.343,0.04,0.0,0.0,0.0,0.0,0.0
53.443,0.04,0.0,0.0,0.0,0.0,0.0
53.544,0.04,0.0,0.0,0.0,0.0,0.0
53.644,0.04,0.0,0.0,0.0,0.0,0.0
53.744,0.04,0.0,0.0,0.0,0.0,0.0
53.844,0.04,0.0,0.0,0.0,0.0,0.0
53.944,0.04,0.0,0.0,0.0,0.0,0.0
54.044,0.04,0.0,0.0,0.0,0.0,0.0
54.144,0.04,0.0,0.0,0.0,0.0,0.0
54.244,0.04,0.0,0.0,0.0,0.0,0.0
54.344,0.04,0.0,0.0,0.0,0.0,0.0
54.445,0.04,0.0,0.0,0.0,0.0,0.0
54.545,0.04,0.0,0.0,0.0,0.0,0.0
54.55,0.045,0.0,0.0,0.0,0.0,0.0
54.651,0.049999999999999996,0.0,0.0,0.0,0.0,0.0
54.751,0.05,0.0,0.0,0.0,0.0,0.0
54.759,0.055,0.0,0.0,0.0,0.0,0.0
54.86,0.06,0.0,0.0,0.0,0.0,0.0
54.96,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.06,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.16,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.26,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.36,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.46,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.561,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.661,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.76,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.86,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
55.961,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.061,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.161,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.261,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.362,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.461,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.562,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.662,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.763,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.862,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
56.962,0.060000000000000005,0.0,0.0,0.0,0.0,0.0
57.022,0.065,0.0,0.0,0.0,0.0,0.0
57.122,0.07,0.0,0.0,0.0,0.0,0.0
57.222,0.07,0.0,0.0,0.0,0.0,0.0
57.322,0.07,0.0,0.0,0.0,0.0,0.0
57.422,0.07,0.0,0.0,0.0,0.0,0.0
57.522,0.07,0.0,0.0,0.0,0.0,0.0
57.523,0.07500000000000001,0.0,0.0,0.0,0.0,0.0
57.623,0.08,0.0,0.0,0.0,0.0,0.0
57.724,0.08,0.0,0.0,0.0,0.0,0.0
57.824,0.08,0.0,0.0,0.0,0.0,0.0
57.894,0.085,0.0,0.0,0.0,0.0,0.0
57.993,0.09,0.0,0.0,0.0,0.0,0.0
58.094,0.09,0.0,0.0,0.0,0.0,0.0
58.194,0.09,0.0,0.0,0.0,0.0,0.0
58.286,0.095,0.0,0.0,0.0,0.0,0.0
58.387,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
58.487,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
58.584,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
58.686,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
58.787,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
58.887,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
58.988,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.088,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.187,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.288,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.387,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.488,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.588,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.689,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.789,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.889,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
59.989,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.089,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.189,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.289,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.39,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.49,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.589,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.69,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.79,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.89,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
60.991,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
61.091,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
61.19,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
61.215,0.09999999999999999,0.0,0.0,0.0,0.0,-0.05
61.315,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
61.413,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
61.515,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
61.616,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
61.716,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
61.816,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
61.916,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.017,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.117,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.217,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.317,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.417,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.517,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.617,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.717,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.818,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
62.918,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.018,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.118,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.218,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.319,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.419,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.519,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.619,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.719,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.819,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
63.919,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
64.019,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
64.119,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
64.22,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
64.32,0.09999999999999999,0.0,0.0,0.0,0.0,-0.1
64.405,0.09999999999999999,0.0,0.0,0.0,0.0,-0.05
64.505,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
64.605,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
64.705,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
64.806,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
64.906,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.006,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.106,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.206,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.306,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.406,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.507,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.607,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.707,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.807,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
65.907,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.007,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.107,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.208,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.308,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.408,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.508,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.608,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.708,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.808,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
66.908,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.008,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.108,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.209,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.309,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.409,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.509,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.609,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.709,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.809,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
67.91,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.01,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.11,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.21,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.31,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.411,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.511,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.611,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.711,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.811,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
68.911,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.011,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.112,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.212,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.312,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.412,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.512,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.612,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.711,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.812,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
69.912,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.013,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.113,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.213,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.313,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.413,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.514,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.614,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.714,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.814,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
70.915,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.014,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.115,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.215,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.315,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.415,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.515,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.615,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.715,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.815,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
71.915,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.015,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.116,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.216,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.316,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.416,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.516,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.616,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.717,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.817,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
72.917,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.017,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.116,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.217,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.318,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.418,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.518,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.619,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.719,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.819,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
73.919,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.019,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.119,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.219,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.319,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.419,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.52,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.62,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.72,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.82,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
74.92,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.02,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.121,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.221,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.321,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.422,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.521,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.622,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.722,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.822,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
75.922,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.022,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.122,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.222,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.323,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.422,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.523,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.623,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.722,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.823,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
76.923,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.024,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.124,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.222,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.323,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.423,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.524,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.625,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.725,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.825,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
77.925,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.025,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.125,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.226,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.326,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.426,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.526,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.626,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.726,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.826,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
78.926,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
79.027,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
79.127,0.09999999999999999,0.0,0.0,0.0,0.0,0.0
