Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance
233.203,40,233,200000000,map,6.345719554208569,0.9237105730626576,0.0,0.0,0.0,-0.9635250100878683,0.26761830082259574,"(0.00834320789631704, 0.0011211351263735736, 0.0, 0.0, 0.0, 0.0, 0.0011211351263717972, 0.008173963711199939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007415735655791563)"
238.203,41,238,200000000,map,5.920214640892114,0.6487647324799671,0.0,0.0,0.0,-0.9825859070677994,0.18580886747340666,"(0.00876744393949025, -0.0002986337233568115, 0.0, 0.0, 0.0, 0.0, -0.0002986337233568115, 0.00759130799202784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005642485896831773)"
242.605,42,242,601000000,map,5.487952916449507,0.5909649548898565,0.0,0.0,0.0,-0.9996091255985927,0.02795703882775984,"(0.008330545702456504, -0.0010240258171205774, 0.0, 0.0, 0.0, 0.0, -0.0010240258171205774, 0.007212886079508041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0046871429859471165)"
247.004,43,247,1000000,map,5.047008567935424,0.550094569131192,0.0,0.0,0.0,-0.9936271451383585,0.11271688624245912,"(0.006620595373874494, -0.0010003917176608645, 0.0, 0.0, 0.0, 0.0, -0.0010003917176608645, 0.006137421263051057, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031080679022904224)"
251.404,44,251,401000000,map,4.620795079851592,0.35659888888123603,0.0,0.0,0.0,-0.9728193860577526,0.23156520055962046,"(0.006892823165774331, -0.001157103385940328, 0.0, 0.0, 0.0, 0.0, -0.001157103385940328, 0.006784876561779757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002693477122854006)"
255.404,45,255,401000000,map,4.19098490152192,0.23517268196240104,0.0,0.0,0.0,-0.9992809143905317,0.03791640983562302,"(0.007320505131698241, -0.0016575895487014325, 0.0, 0.0, 0.0, 0.0, -0.0016575895487014325, 0.005249715638128462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024110530870029025)"
259.402,46,259,401000000,map,3.7386152272780593,0.2159627784495134,0.0,0.0,0.0,-0.9974955009168475,0.07072994875332149,"(0.0064493409414208, -0.0016086263459450523, 0.0, 0.0, 0.0, 0.0, -0.0016086263459452743, 0.004845908596570747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002017731660875496)"
262.603,47,262,602000000,map,3.32580366441728,0.15690269183276576,0.0,0.0,0.0,-0.9999814914928572,0.006084132782960663,"(0.006580273081915777, -0.001514371848476137, 0.0, 0.0, 0.0, 0.0, -0.001514371848476137, 0.0046459509691928955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019000515818888286)"
265.803,48,265,802000000,map,2.908651931358091,0.13716263251468389,0.0,0.0,0.0,-0.998764209642309,0.04969963317343255,"(0.005756802037794273, -0.0013122958164855647, 0.0, 0.0, 0.0, 0.0, -0.0013122958164855647, 0.00465345159512812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001639858875902583)"
269.004,49,269,2000000,map,2.4900102596892033,0.0936422282044856,0.0,0.0,0.0,-0.998748641050691,0.05001151866718102,"(0.0055535399853674505, -0.0012260607115013034, 0.0, 0.0, 0.0, 0.0, -0.0012260607115013034, 0.004340014749908477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001406294552366142)"
272.204,50,272,202000000,map,2.0807368188588673,0.05849458900030015,0.0,0.0,0.0,0.9999421358524061,0.010757553017678004,"(0.005638568743517425, -0.0009151507997827296, 0.0, 0.0, 0.0, 0.0, -0.0009151507997827296, 0.00422557861803086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012021642750192347)"
275.204,51,275,202000000,map,1.65078525239955,0.09067275374273515,0.0,0.0,0.0,0.9991215750275244,0.041905588106109004,"(0.005613057227348062, -0.0004497221768980375, 0.0, 0.0, 0.0, 0.0, -0.0004497221768980375, 0.004122332831874123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012435227383529226)"
278.003,52,278,2000000,map,1.2361261371924779,0.1352844486245294,0.0,0.0,0.0,0.9989808556731966,0.04513590586714547,"(0.006311388732315404, -0.00028326868648978487, 0.0, 0.0, 0.0, 0.0, -0.00028326868648978487, 0.004059513228454131, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012637464753575507)"
280.803,53,280,802000000,map,0.815925378297571,0.17911735976292617,0.0,0.0,0.0,0.9987220680391462,0.05053939860753125,"(0.006915644326823123, -0.0011890049673405623, 0.0, 0.0, 0.0, 0.0, -0.0011890049673405623, 0.0034645905260920346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012098522386778283)"
283.604,54,283,602000000,map,0.4082344318587305,0.2085180302369385,0.0,0.0,0.0,0.9985962805930301,0.052966672406016935,"(0.007015161593325825, -0.0011480071271106063, 0.0, 0.0, 0.0, 0.0, -0.0011480071271106063, 0.003379164567899773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013162297570160114)"
286.403,55,286,402000000,map,-0.004323716385480249,0.24059769993637536,0.0,0.0,0.0,0.9999999200115792,0.00039997104283558035,"(0.007595247439823673, -0.000904965879935741, 0.0, 0.0, 0.0, 0.0, -0.0009049658799357406, 0.003508273663340264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001575467870241473)"
289.203,56,289,202000000,map,-0.4207133475647111,0.2364654835245094,0.0,0.0,0.0,-0.9999932225669217,0.0036816871435493533,"(0.007949289053415798, -0.0008397953916278872, 0.0, 0.0, 0.0, 0.0, -0.0008397953916279011, 0.004216572545356678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001828700137661017)"
